Age,Annual_Income,Loan_Amount,Credit_Score,Employment_Years,Debt_to_Income_Ratio,Account_Balance,Open_Accounts,Late_Payments,Loan_Duration,Loan_Purpose,Marital_Status,Dependents,Previous_Defaults,Loan_Default
69,149314.5582913271,49530.34768231129,423.649317324206,19,0.48335826190638265,38808.79832277638,8,0,27,education,single,0,1,1
33,96674.05856188835,10212.559625361639,624.3740751099269,20,0.5222729756711468,36873.34082735231,4,0,17,car,divorced,0,1,0
67,50417.12882125895,10847.970683461444,384.3903660649832,2,0.2410630079843156,32542.914997322485,5,0,32,education,single,1,0,1
59,67932.58655290748,10864.585110205448,356.4859302487541,3,0.1127937256259747,21106.439235274436,7,1,14,personal,divorced,2,1,1
25,80939.13992118422,35652.96932317374,587.7780119087735,23,0.3550194100134264,46005.384402561525,9,1,57,education,divorced,1,0,0
67,67118.90692298676,21770.424297312707,671.2560478473158,6,0.5280392990651968,17118.370560552925,8,0,12,car,divorced,2,0,0
38,63676.26958518189,37999.159756965775,362.3518864289659,23,0.2039106686309691,37756.57218791266,7,0,18,personal,married,0,0,1
18,146667.56510596292,23246.216279914042,804.7769388051033,10,0.31056273655926925,46405.89761812301,4,0,35,home,divorced,3,1,0
25,48403.77928988948,33242.30245994286,424.1747444836068,1,0.22821036754244436,7290.797523057062,1,2,53,home,married,4,0,0
46,117999.34904602348,39643.61025555021,365.986419487615,5,0.10668132571195485,47406.97135293591,1,0,31,personal,single,3,0,1
49,30049.234732700985,29669.715979471428,411.4843995926158,6,0.5492620482216735,39025.602361102545,5,1,45,home,single,3,1,1
55,101541.92032828522,29277.66157025027,393.2648510925131,37,0.16752661335449578,31212.99148901871,7,1,57,education,divorced,4,0,1
22,139913.1604744863,8970.54463785355,349.87105783712195,17,0.48338355787675347,19296.53657562315,8,1,19,home,married,0,1,1
64,64552.09129118628,23485.178430924567,738.8115791282892,8,0.27330161589583024,45309.00583380824,7,1,36,car,married,1,0,0
39,52263.1170309263,29559.97189512219,572.545776109261,27,0.23884095445333262,3158.103874481752,4,1,49,home,married,3,0,0
64,108201.57538541124,25789.13715498845,513.6856922082756,18,0.5705144432526843,22159.623716829712,7,1,39,personal,married,1,0,0
51,115512.16887580718,45535.19000847915,822.8453598412732,3,0.42859974337032125,38075.060981620554,6,0,48,personal,divorced,3,0,0
18,112563.66227423775,45793.87844537702,504.0546128856349,3,0.4434613309607379,40745.881680401224,8,0,36,personal,divorced,0,0,0
43,68318.02560256489,41986.282126494276,391.8349993259542,12,0.47982645922692235,10911.646369209377,9,1,23,personal,divorced,1,0,1
60,60264.288259119705,21888.4133917904,450.72359055962795,27,0.2704666680113321,3332.6279487781712,1,1,54,personal,married,4,0,0
27,144710.2559954453,37278.46182593904,431.43159347372807,10,0.38183224034788654,40339.706607426466,2,0,31,personal,divorced,0,1,1
47,140795.94099239155,22787.980748132442,574.3077037598176,1,0.23511167202344282,21672.721118337915,8,1,29,personal,married,4,1,0
67,84877.99318713843,15466.711953909156,460.32781817501564,5,0.5172707577384346,8032.662774045773,7,0,44,personal,divorced,3,1,0
35,131543.26393852482,20430.618959789674,583.833644702499,11,0.39965368964933,5192.849057298417,7,2,44,education,single,3,0,0
34,84278.81731611551,8193.408497849097,668.1113837207339,39,0.22170341302055882,32391.33895515834,3,0,48,car,single,4,0,0
43,80926.68216870126,19929.987905209124,727.5143321422918,36,0.5498792031608891,29558.07541451295,7,0,50,car,single,3,0,0
25,48811.55371191536,25733.39977675272,690.5867796969769,23,0.3904200002419259,42845.52845837336,4,1,23,personal,divorced,3,0,0
64,81168.72677903675,47996.64026513735,413.0748940509985,8,0.34751525162870656,2546.7836013517235,2,1,48,education,single,4,0,0
57,94490.03263197684,19103.47637988312,363.7448455835146,25,0.11724379321598358,43552.934425209125,1,1,25,education,divorced,1,0,1
66,32700.519291442375,45610.409264248425,598.347587505688,3,0.5549010025803063,44474.9123608771,8,1,31,home,single,1,1,0
29,83293.56062104876,15298.622412057368,409.4014851644798,3,0.5761369580156891,22868.684195663755,5,2,52,personal,single,0,1,1
44,123762.74620742403,13593.600399166224,346.7135469743323,33,0.3812993139189019,4756.6559431193145,4,2,29,education,single,4,0,1
25,111605.52676491239,28354.795539447423,589.9018886386795,21,0.32125667680727865,47390.41702551343,9,3,21,education,single,0,0,0
42,106218.8386636722,35263.01161838327,479.7368018092875,12,0.2797825330023451,4529.465361080373,5,3,28,personal,married,2,0,0
63,139146.6514124643,6994.951286102664,715.8819565661771,14,0.23402399126801784,29943.090211862916,2,2,16,personal,divorced,3,1,0
21,32163.8411790276,14947.963927124752,472.8053968016299,39,0.3872646689021031,25164.668630968226,9,4,39,car,married,4,0,0
50,96845.7103430681,25505.764992559238,838.2944253806976,37,0.1640475265072827,41919.23636007486,7,1,48,home,single,2,1,0
18,124481.86180916485,19895.195119243166,717.1877551933894,1,0.5595868041225701,25627.735782592023,9,1,44,home,married,4,0,0
36,94960.24592415207,37067.94857067449,331.7312718188742,1,0.1879793690289104,23986.893803596293,5,1,49,car,divorced,4,0,1
48,68867.4663096455,28002.226821859258,579.880007195952,7,0.4727566311717587,44151.8571725657,7,2,32,car,divorced,3,1,0
33,46350.06781103734,12216.15975217551,609.4412756677607,37,0.2534438861843258,48236.494055476964,8,0,50,car,single,4,0,0
31,136507.56861794298,45250.94206917907,682.4164908748787,17,0.21303553883933915,27914.235311541543,4,0,54,home,single,2,0,0
65,86491.48708651235,18180.755396751178,573.788238368567,28,0.3789345896773899,23281.472611244266,8,1,39,education,single,2,0,0
22,135373.82363828417,37900.899903399055,565.8939791280152,10,0.48256249057975253,41723.6620175057,7,4,12,personal,divorced,1,1,0
58,100302.2546919802,40096.21005974345,502.36623642268705,5,0.46336833447015735,41723.57960810173,3,0,14,personal,single,3,1,0
43,110903.05399380009,48342.0965115246,449.30376114454555,8,0.21687817544860374,16649.70408818127,8,0,24,home,married,4,1,0
45,126511.338525414,27432.835993584562,820.4101165872039,21,0.26525117513480045,29234.959115678186,4,0,59,home,married,0,0,0
19,109098.66535201612,32712.59819589945,474.67816829890455,24,0.5344160915001881,8551.732086424381,2,1,37,personal,divorced,0,1,0
67,77766.58088147253,20069.43320657902,334.8817285191819,30,0.46162187225820406,32141.557479586798,9,0,56,personal,divorced,3,1,1
23,91636.00607143811,35518.06820354299,392.00660661137675,20,0.456346952676281,41865.46166359965,8,0,52,home,married,4,0,1
26,126365.46296110559,25852.25686398439,771.5021498227093,37,0.2344525381659455,10188.23915873902,4,1,17,education,divorced,3,0,0
50,74838.0355647581,24694.356412599,622.6484025178611,18,0.4960021538372178,16829.30526991284,3,4,36,car,single,3,0,0
58,76574.57481221965,43496.038810224745,728.3293021573861,9,0.27920889771621893,22997.77990239921,3,2,46,car,single,1,0,0
42,41482.81392696014,7257.59795744099,744.8298503768319,36,0.30069526007965497,42408.923142164895,6,0,30,personal,divorced,1,0,0
65,139750.13222660974,44688.30925243408,752.7800415660903,11,0.24378054450036304,36837.13055079315,2,1,48,education,single,0,0,0
30,40924.357793453004,43343.14270228506,602.8375392595349,18,0.16069512351962098,16526.64902376107,3,0,46,home,divorced,0,0,0
26,107785.10129382671,27786.48141028051,397.4163276345077,1,0.3101967814978991,12908.644129848964,1,2,33,home,single,2,0,1
30,79583.33745633572,27059.128439253273,381.52801372987796,14,0.1084697509611843,35089.53079225993,5,2,48,education,married,2,1,1
48,78674.32683065308,21281.331561597057,615.6914312063118,37,0.3279551197136299,24514.485786966485,3,1,22,home,married,1,0,0
58,111546.22038872207,49737.82062567805,501.582894527122,7,0.46250321905157643,30084.15700292073,7,2,36,home,single,2,0,0
28,38051.247915585445,10002.619973922854,606.9265326851721,34,0.5803725163822375,32786.175504526705,9,1,37,personal,divorced,3,0,0
21,101244.69395417215,31559.685603287315,574.1628143308257,37,0.1393065722830167,28375.649943063956,5,2,21,car,single,2,1,0
51,122643.81431668258,35675.67155505877,631.2089438336516,29,0.24064535208774754,31040.52946422027,2,1,57,car,divorced,2,0,0
55,129385.5309463913,47044.8503697625,317.6614849051109,8,0.34706552580585015,44487.654473108814,2,0,39,personal,single,3,0,1
63,50463.646727253035,40109.157358554265,318.06017434656786,29,0.18519397435095816,43541.74744639642,4,1,30,personal,married,1,1,1
21,137690.28600938083,33973.12412651961,696.8773439666797,18,0.15841426103815234,8302.67938971204,9,2,30,personal,married,0,0,0
55,108737.53102169307,10256.554256545522,406.2199841024959,28,0.32615905272527523,29738.339014705376,2,0,47,personal,married,1,0,0
36,135822.57609848195,21818.008257416033,658.709154205631,1,0.3903652644461034,22525.797836792943,5,0,53,personal,single,0,0,0
23,88233.68605322379,11247.873914659336,600.6167509352999,27,0.5101038632731811,14990.483678194058,7,2,29,car,single,3,0,0
51,95044.00141166424,44654.57296094811,839.9869592725429,7,0.5989017108970893,31926.22306147212,4,1,37,home,divorced,1,0,0
35,140284.59324344055,38732.95200036393,759.4732333856842,24,0.4871353899935924,26033.293170416004,7,0,19,car,single,0,0,0
30,137989.1452025606,39089.15540587532,527.2239867322422,9,0.21067022598316013,38970.29920116019,7,0,16,car,married,4,0,0
58,83779.30480428024,34351.543299809484,639.0270510512407,21,0.4739890343806238,5578.118489993117,2,0,19,education,single,1,1,0
40,62929.51579628181,27816.959162151936,364.5092014740096,34,0.3685768121595412,15831.356719233063,2,0,41,home,single,2,0,1
36,77180.45214771171,11748.697675857373,512.5123236293095,23,0.32540478785171945,2263.330682560386,2,1,19,personal,divorced,0,0,0
62,76531.71942356997,19836.26990172733,703.6382575994309,25,0.5678642469536348,37552.02792813854,9,1,47,education,married,4,0,0
28,64424.024997935274,11161.210661460074,642.4693712707594,30,0.4510462934598307,45710.40931741242,1,0,21,home,married,0,0,0
18,62229.55251995599,37621.091428355445,566.4592284075468,22,0.44084653677197894,29781.440691783228,6,2,38,education,married,1,1,0
41,133327.55237756635,12210.294920990225,397.091007228968,1,0.10587798236380011,31231.978823635927,7,0,52,personal,married,4,0,1
24,38383.4304821594,36595.10975772585,741.7302593866495,38,0.5325357456898915,3274.8309615159387,9,0,26,education,single,2,0,0
42,111313.34185195129,36151.49253181571,450.24163242636735,32,0.49665023870515557,25685.283613574342,3,1,31,education,married,4,1,0
38,50738.406174774274,25668.701554608,751.2634949140502,23,0.2494709389652213,26816.739398291942,9,0,49,car,married,0,0,0
32,71340.70720728759,11085.289435312352,636.3849845372464,11,0.24605670625330436,2909.749802211693,7,0,29,personal,single,4,0,0
18,37385.16409618042,19166.037176031652,505.00228537183307,36,0.12673923002595003,39336.969847729546,5,0,55,personal,married,0,1,0
29,62396.83642265545,19404.189908399814,322.3328720779953,8,0.12542821186433858,14637.686733987026,5,1,50,car,married,3,1,1
24,122210.52853406906,36517.33099144821,427.8303643894073,2,0.43429725673084063,36448.903333751245,7,0,23,car,married,0,1,1
32,136201.83894567104,10118.435873617595,788.9890090184902,22,0.1931188064538897,20743.341996621395,6,0,57,home,single,2,0,0
38,56583.258228284045,42308.089079724086,749.8858891426446,23,0.5617739249192752,49786.66073495727,8,1,57,personal,divorced,0,0,0
36,85625.74071107063,39245.328058366125,616.1693221137539,32,0.5212022140124762,11398.052164149585,9,1,54,education,single,1,0,0
46,86438.88575246476,13383.811317842326,556.4773551791698,29,0.2744425800160919,3853.543973239425,6,2,29,education,married,1,0,0
42,134829.0366911681,37362.39718005002,655.9284736315601,37,0.2900342759062178,49015.36916682394,3,2,46,home,single,2,1,0
50,121535.88634509665,35083.093166051985,556.4364703138158,1,0.26363828042739035,12948.258885702682,9,3,49,personal,divorced,2,0,0
66,91569.266204166,38665.43600499169,654.3676623955271,39,0.14619745659587965,32131.22816867565,2,3,38,home,divorced,3,0,0
49,110489.6640566128,13501.78499519125,469.07225481308683,21,0.11571507882510898,19353.84277094618,5,0,19,car,single,1,0,0
66,131682.60646912403,12091.564497041087,761.1734698513113,10,0.32606657916994863,32341.76498489835,4,0,46,education,married,1,0,0
52,31144.67448306539,15641.779366523939,686.0548414058967,11,0.5715200572457472,30206.87088165227,2,3,43,education,divorced,4,0,0
61,78346.80372600583,21464.226641703906,481.4865956352305,18,0.5586246604095676,35656.42018317388,6,0,20,car,single,1,1,0
55,138869.18007324944,40714.924146611054,756.8663631528927,19,0.5049193705606823,1903.7244428579024,7,0,55,car,married,1,0,0
43,118837.56370127416,38206.57718654825,568.0383919692483,8,0.41429746372150233,41973.51664054605,2,2,19,car,married,4,0,0
28,95140.96492008895,46645.32165253399,396.0513756056038,17,0.5281112033457245,24454.627346791713,3,0,19,home,single,3,1,1
52,93557.34324421601,7638.330159437695,342.7418541019397,17,0.35753425886578205,26423.787281900713,5,0,12,education,married,2,0,1
25,71732.41171253254,5520.032645638352,684.7831612004712,39,0.19008006651031586,21140.23436096617,9,2,36,home,single,3,1,0
63,92462.46403698175,36461.24733653596,775.8164423144058,35,0.4420851738946159,49479.74163137931,7,1,18,education,divorced,2,0,0
31,108645.9839356144,17567.937310737456,744.093093726999,26,0.5603230175892476,40276.99733064048,3,1,43,car,married,2,0,0
27,80203.56461145516,20033.550299021786,660.6080666221835,12,0.1098025487028734,16258.275376460615,4,0,21,home,divorced,4,0,0
19,115698.37756706087,29606.091166153048,377.7562805826224,7,0.22572202610396538,39370.49246464897,7,1,59,education,married,2,0,1
63,133347.8672712463,9608.590540705933,351.72424178715943,22,0.23271909563563573,22412.682835507952,1,0,47,education,divorced,0,0,1
26,48562.18178218334,33921.24874466224,489.76629265644897,12,0.14951976930813046,43630.65379208673,4,0,56,home,divorced,0,0,0
20,84185.64273809093,19631.63508040176,770.2009897193228,6,0.21274711069927468,2511.4782679622413,1,2,33,education,single,0,0,0
38,78962.41095420973,33472.180593544625,828.9549486686653,39,0.29199103895570944,18414.918433971416,5,2,28,home,divorced,0,0,0
43,112495.77648596738,42530.31108830236,432.7484701658892,1,0.569917712424162,22061.138642124362,2,1,22,home,married,4,0,0
25,59984.095830951526,12700.010000184335,719.1526188199459,2,0.5301328845633982,37468.22940663364,9,0,58,car,divorced,4,1,0
65,106830.10979427316,46889.289181153414,615.6280692989632,38,0.5730031121313084,9932.713062867022,3,0,59,personal,married,0,0,0
19,135298.70900777855,28880.96634780997,317.4940518928685,22,0.1602858883611696,15027.773625298409,5,2,52,car,single,1,1,1
23,80175.79197523472,46531.749432828576,598.6039924631168,6,0.11402423080962834,36470.13432692694,8,2,27,car,married,2,0,0
45,139321.8839975064,14347.853699080017,743.2672216441454,3,0.1549415822055525,4765.339301281221,8,2,36,car,single,3,0,0
46,149179.6486720174,32205.31990719069,451.8675308392146,7,0.5571478174263136,10855.090443585175,9,2,41,home,married,0,1,0
43,42731.04599375425,23174.92027956221,793.5488931837535,31,0.17874431926777531,37914.96155475023,3,0,23,home,married,0,0,0
42,57966.38255818303,39839.9986020206,429.9432237810503,18,0.3863183532862624,43900.90389571139,3,1,52,car,married,1,0,0
29,144045.5701778512,32265.902444598338,342.06022295422986,11,0.213791184930381,36712.57448903281,4,0,58,home,divorced,4,0,1
22,144999.32237776642,27253.19556312433,387.9666201917602,9,0.11031771245839975,26829.7759714118,6,1,37,car,single,1,0,1
51,41724.87304641102,46084.34328939539,760.3515777965051,13,0.14231067107128884,5854.003758348026,7,1,37,education,married,0,0,0
65,31799.8200452564,21970.26788772561,529.5182554717405,26,0.4548985114832066,41534.06140603448,1,1,23,car,divorced,1,0,0
54,49332.00279077067,14899.109220418168,738.3200599919116,20,0.19118322600666957,7077.910861384646,2,1,53,education,divorced,2,0,0
32,149521.5340058698,32364.553408344127,592.1781835442773,19,0.21456960271673972,19868.844202459626,3,0,42,personal,single,3,0,0
61,51599.95399328243,33081.27967277662,564.3075186369373,3,0.2886282504118429,3474.467872921322,1,1,37,education,single,1,0,0
53,90305.71280664278,24759.257970734394,743.802233320856,18,0.4286207800680867,35774.07964909138,3,2,49,home,married,0,0,0
32,131810.12717166133,26897.451966022203,532.9181864418067,28,0.3346861964798331,25671.253255267417,4,0,39,car,divorced,2,0,0
60,32448.19328258476,48179.9036434955,741.1180020865025,6,0.5723051079968848,45472.778937356394,6,2,17,education,single,2,1,0
65,102538.67787101514,37970.85611285606,355.3641907298951,32,0.3170910953698317,7798.382284134407,5,1,12,car,divorced,1,0,1
40,63243.05386435492,9977.078816715966,649.9709485465911,7,0.19956546009873585,41139.13156846381,6,1,13,education,divorced,0,0,0
23,133480.18997276778,14545.853189177495,686.4228811035916,10,0.3680714197045041,26022.76913991889,9,0,38,home,married,3,0,0
63,64015.3379116895,48900.94854960015,794.5035678779584,32,0.32544480754743355,18938.526784503152,1,1,53,home,divorced,1,0,0
67,112410.68643382906,37690.94992070891,423.37815529390724,24,0.49356916926751493,32534.77740841551,3,1,19,home,divorced,4,0,0
61,110906.35589368764,46177.03067650939,632.3209340510684,32,0.5675606152697412,39730.45112974374,8,0,21,personal,divorced,2,0,0
60,56579.2258631568,18673.765879492494,538.2911100290727,35,0.5181476140182537,22573.978397150968,9,1,20,education,single,4,0,0
62,34175.903984202014,38384.00870389665,510.524410549216,25,0.2945198624629711,12407.478336549808,2,1,22,car,single,2,0,0
38,79109.94885424768,37130.121883558015,358.6924553665766,35,0.20805806114567985,45873.668325416766,5,0,15,home,married,1,0,1
40,64703.178235904365,18261.049344771876,373.8283318272182,10,0.5572444685069637,16336.889463055464,3,0,41,education,divorced,2,0,1
60,127077.32995364504,29786.73464528174,760.3436537962054,29,0.292969825718584,49913.5857509779,2,0,48,car,married,0,0,0
33,126043.70261464143,33233.68000716329,712.3643877790591,32,0.48510331172435506,38598.92151886976,9,2,50,personal,single,4,0,0
64,84842.87426311505,26650.93148723593,510.2876216601053,9,0.5947636706064453,34703.13957076927,5,1,38,education,married,1,0,0
32,102781.46703878627,42223.041799610575,755.6676197642969,28,0.3887213407576381,1607.586663762448,9,3,28,car,married,0,0,0
42,102511.14191843102,42479.10688090952,344.42140165296814,24,0.33994023418444275,22978.0349704928,1,0,20,education,divorced,0,0,1
53,129258.9778113148,43277.02467357006,643.6256543682427,31,0.44993539124060766,25620.5927086815,4,2,58,education,divorced,0,0,0
28,81000.2896947837,41154.06060941733,777.4968289928586,3,0.19696549039532044,19442.443413152774,1,1,17,education,divorced,2,0,0
68,63053.60157486109,26963.75647387151,761.3753270671872,38,0.34411986939932504,8348.681924568966,5,1,40,home,single,0,0,0
32,61804.1901768657,22164.723416705325,505.0305179680229,33,0.25616537855516286,19005.0717685003,5,2,16,education,divorced,0,0,0
21,94343.0735138645,42411.932767146674,709.878619181344,21,0.18211393533783996,4673.693718359434,7,1,56,education,single,2,1,0
38,83897.7843278655,27059.06563503201,535.1074800359327,12,0.40506827451547645,15255.027065302054,7,0,12,car,single,1,0,0
30,82814.49251819233,16086.712938259183,762.0759904144721,35,0.3878530427290734,5100.284505530038,8,2,29,education,single,2,0,0
39,40936.48069076487,27830.458954499732,591.9190725852627,5,0.48060179987126994,37868.74923730176,6,3,25,personal,divorced,1,0,0
36,116232.44888282348,11383.241986365894,720.6713770077727,16,0.5364850621206806,33886.707365547234,3,1,23,home,divorced,1,1,0
51,55648.402557829286,36123.32707694595,343.21437026041946,25,0.21018799301044463,47056.72370462446,9,0,15,home,married,0,1,1
31,53634.435625046564,20116.457673075784,624.5142843848746,23,0.48985132602690007,19616.51227679567,5,0,19,education,single,3,0,0
21,79530.99843328721,16729.645930135444,602.6562976081362,8,0.2836925803764645,39523.8469417978,9,1,17,education,single,4,0,0
65,57333.40099413617,48042.89358056353,635.4871969543381,1,0.41440280089671244,29792.752934011438,5,4,31,car,divorced,3,0,0
69,100062.99207696185,39959.64480912384,682.6028843535746,19,0.5251200137979056,32659.067976538227,3,0,34,personal,single,0,0,0
63,74575.60072013657,40418.127622576925,804.9599335187781,26,0.22809255764290945,27825.602218455584,7,2,28,education,single,1,0,0
44,83869.40671113481,33067.48861756326,732.1251449768171,5,0.40048064198291855,39178.84688257632,9,0,12,home,divorced,2,1,0
46,94460.31859248347,42762.77647296337,420.80089528919757,26,0.34015943860009046,3057.5801638128855,1,1,50,home,married,0,0,0
64,54424.26269781658,39162.31165235215,754.2429481106528,23,0.49528864672535955,4943.9200318107705,3,1,49,education,divorced,1,0,0
45,48690.194743863576,31944.816686012742,367.14382268830263,14,0.4486206494705526,5700.264728833321,7,1,25,car,divorced,2,0,1
52,135650.62834483257,48250.59808332728,642.2092221212883,32,0.4848159179516208,15145.845969069138,9,0,13,education,divorced,0,0,0
25,82046.84433977053,13621.772735799037,785.5145945352688,9,0.24397156480160406,29965.310687871064,4,0,27,education,single,1,0,0
33,79451.2331559047,47452.0873547638,355.61712981819716,20,0.45217814704454795,32635.259927188854,5,1,56,car,married,3,0,1
59,34273.45803274098,23064.717289948923,767.3309593206434,5,0.4029029371298093,35917.57983928573,8,1,59,education,divorced,3,0,0
53,89757.15631048719,28777.9542530669,739.2414038266351,29,0.3283402280228783,14757.397970353122,4,1,56,personal,married,4,1,0
47,96500.36659332001,10523.269379493902,577.0764886114889,22,0.2891718451840751,32860.424451024024,2,1,37,car,divorced,0,0,0
35,97060.90451455998,29304.83475148059,469.8936812624722,35,0.2658000153977155,6766.809645145311,7,3,22,car,married,1,0,0
19,114843.74031874612,32504.303833618702,522.9910254393491,2,0.10483718065141498,1488.981292874214,2,0,44,personal,single,1,0,0
66,51297.820198921414,49896.56938138358,832.7619746351164,25,0.18477927565339383,35039.35858997449,6,0,24,home,single,3,0,0
30,60266.77610767426,48883.6584982187,410.9336558835155,33,0.12948910611170325,36064.99821554861,7,1,38,personal,married,2,0,0
21,127287.65582764952,48487.87813434293,618.7823583064423,29,0.5241787713148346,31484.992688281432,8,0,23,education,married,2,0,0
43,143660.47402120728,20677.46270459258,345.7824113332761,17,0.5300444352075411,13684.627505752858,5,1,48,education,married,2,0,1
42,46311.92968407848,49606.99244352696,419.8411853040447,16,0.5230966683446339,46445.95456850946,1,2,58,personal,divorced,2,1,1
47,89717.94654062617,25496.516821779987,719.8240134409864,20,0.5089598821768913,43908.103573382185,3,1,14,car,married,1,0,0
28,55701.15032875042,43332.631644285524,466.42947219829,23,0.21066522676398844,26261.48747033959,9,4,15,home,divorced,3,0,0
24,37208.78020259789,14734.39860585374,842.171338809504,3,0.34589308725533696,49467.847801219286,6,0,26,home,married,2,0,0
48,69060.40057513624,27762.493084547106,575.449373701612,24,0.5539218859841984,15632.358271219337,5,1,39,personal,divorced,2,0,0
61,47242.51502210553,48470.544325742245,584.0966289192586,23,0.47989089702353216,25065.57994884785,1,0,58,personal,single,4,0,0
27,115191.96881210955,47616.412861554236,319.9731066346544,26,0.10091014297718046,46468.16682080269,4,1,25,home,single,0,0,1
56,94047.04964057333,35768.0695019642,826.0897122674963,30,0.3297132882018967,23643.984497572274,5,0,35,education,married,4,0,0
30,47260.1365188373,40901.644514887696,395.82839248642983,34,0.10533509962982732,24079.40315951419,2,0,52,personal,married,1,0,1
48,31108.990608661723,12939.201347108063,596.0873293457435,19,0.24033052349033743,4890.237465371214,5,0,17,education,single,0,0,0
24,126978.84588290553,37474.63472678709,517.6210354773024,15,0.3178812206134425,11355.973575004435,3,2,22,education,married,0,0,0
66,51143.3287397097,32812.28637509175,528.5715854095331,30,0.5464496463251395,8735.396074671171,8,0,40,car,divorced,2,0,0
59,102745.99706649192,9119.828108806074,653.8150913198597,6,0.4271921420736633,28698.027649291966,1,1,27,personal,married,0,0,0
59,70430.62956920947,10092.155296535431,664.1487724008625,17,0.2812422827449538,16606.08697981806,4,1,24,car,single,1,0,0
53,100258.31259780427,9879.962798806784,384.8587381719533,7,0.34532745122646047,4774.492500607419,9,3,22,education,divorced,4,1,1
37,67878.43523787888,37596.0620673426,574.7726592170407,26,0.508694744298487,25988.64722441339,1,0,45,education,divorced,2,0,0
21,40432.7472830705,11377.18437114076,734.7625970280212,13,0.2498277995568566,33791.640919827885,6,2,29,car,divorced,3,1,0
24,56754.00102693043,26047.952200151172,543.8075659537262,17,0.4075173877343332,37089.810128800105,6,0,52,home,married,4,0,0
18,52567.027977489066,21064.1812644991,391.19245895461904,0,0.23112344194392523,42038.37746266806,2,2,58,car,married,2,0,1
61,81362.32229275726,29772.6863346598,472.2693187361799,30,0.33998171861183124,24615.863346176524,1,1,57,home,divorced,2,0,0
62,108994.05401113888,36791.44192487313,416.8087602577886,19,0.11232925178103167,20139.981016619076,1,1,21,home,divorced,0,0,0
59,61656.72899356291,35812.51417495994,369.1996073531604,5,0.5261376597458459,34521.967527602166,5,1,50,personal,married,2,0,1
64,31448.392236074153,28198.39621614695,507.6696200894446,0,0.12417441575608998,1654.8728809031059,5,0,47,car,single,2,0,0
30,92272.48371177082,25895.06931246735,597.5149337589413,18,0.21218024991921589,32042.802733271263,7,0,41,education,divorced,0,0,0
39,102691.13872307664,22901.701780501644,340.01333890214744,38,0.26675593947940524,20878.414281663638,9,2,26,car,divorced,4,0,1
38,145544.45928021718,43785.947673697076,632.102854725501,26,0.41258055838359076,23190.889030524402,4,1,29,car,single,3,0,0
39,100736.49637118963,19888.331219269025,846.1634420932842,15,0.46001673278752786,15517.207137400681,4,2,40,home,single,3,0,0
45,86540.70712537703,16671.46195253727,830.268712611046,13,0.14022552114272166,7236.500361719052,7,0,40,education,single,3,0,0
26,98808.19510772446,38449.197214487205,756.0454150995374,33,0.1217327429423952,20669.808544536212,9,2,33,education,divorced,1,0,0
43,141348.07558344325,21189.35577635269,446.48761204132165,6,0.49949494331467437,16101.91417779093,7,1,34,car,single,4,0,0
26,129405.37747219755,43114.93698907708,312.324178063652,19,0.45608326695206314,48045.800271438064,8,2,40,car,single,0,0,1
32,68757.44800365696,19754.992338671516,758.4479365855681,30,0.5157751771273282,47233.4321550653,7,0,55,education,divorced,3,0,0
27,58470.523638856466,36587.51710585647,330.6461275882923,21,0.43826913259175815,32551.945988881685,9,1,17,education,single,2,0,1
41,61516.03348392884,7029.9052828401245,413.09544480892373,19,0.4755061351783264,45281.36420950947,6,0,49,car,single,2,1,1
59,90530.52476582557,22350.3296049644,599.4492684957314,14,0.2895191915235724,37812.46411060715,9,2,55,personal,divorced,2,0,0
25,119285.93414742933,20445.35787353982,398.107921529004,24,0.39509216019748494,17948.682967212015,3,1,35,education,single,2,0,1
41,90386.30486195546,41750.54326741655,758.583582214253,0,0.5026961714350713,30591.132696440935,4,0,16,personal,single,0,1,0
33,38135.56749937351,48517.493145273955,727.437832942906,16,0.18605876720325856,11795.855106374816,9,0,52,home,married,3,0,0
66,116829.6840527977,25739.657451183262,715.6732281554873,15,0.31141148041309585,34673.20429624698,2,1,34,education,single,2,1,0
43,126716.41544051447,42117.63247191911,748.8701887436671,36,0.4702448842399306,3195.5710231403086,2,1,45,home,single,4,0,0
44,64739.74381436636,36486.26154308143,420.8359791455366,20,0.36631828588259274,41735.745686253445,8,0,23,car,single,4,0,0
54,109695.08871400205,48532.36944486619,700.8908068823621,26,0.4408287264630858,29578.261391139116,6,1,22,personal,divorced,0,0,0
21,81191.0281265272,41499.88314542711,495.40482642547056,34,0.24643459793790698,3863.478989413224,5,0,14,home,married,0,0,0
67,136694.32268729314,8486.512968367873,666.7646177626198,23,0.11617122565884233,43716.29710104599,2,2,35,personal,married,4,1,0
41,131427.06697928876,37097.67750720063,367.1119507471461,1,0.11457288987718808,44007.36913434823,1,2,40,education,divorced,1,0,1
36,93051.83979715707,29097.48719400681,688.0726190354833,24,0.5713905882651739,42787.976060937566,3,3,52,home,divorced,1,1,0
53,112980.66549763133,5739.622606954723,834.6592503454287,18,0.5722700219975208,38940.79686411743,6,2,42,personal,divorced,3,1,0
56,136001.96412265248,16309.083142644966,323.98020092529396,12,0.20564116997730972,34218.34534791622,5,0,19,education,divorced,3,0,1
27,89486.04120939306,46478.98602621019,351.6058956418966,28,0.17373282898547202,20448.54697205057,6,0,13,personal,single,2,0,1
